t(ticks) ; id_viat ; destin ; t_estacion ; t_vida ; observ
 1329426 ;    5697 ;    S   ;        280 ;      ? ; entrada
 1329462 ;    5697 ;    S   ;        280 ;  21294 ; saida
 1329526 ;    5638 ;    N   ;        400 ;      ? ; entrada
 1329558 ;    5638 ;    N   ;        400 ;  42269 ; saida
 1329626 ;    5782 ;    S   ;        280 ;      ? ; entrada
 1329623 ;    5771 ;    S   ;        200 ;      ? ; entrada
 1329682 ;    5771 ;    S   ;        200 ;  18850 ; saida
 1329696 ;    5782 ;    S   ;        280 ;  19807 ; saida
 1329825 ;    5781 ;    S   ;        320 ;  19349 ; saida
 1329795 ;    5772 ;    S   ;        320 ;      ? ; entrada
 1329945 ;    5763 ;    S   ;        320 ;  21681 ; saida
 1330020 ;    5736 ;    O   ;         80 ;      ? ; entrada
 1330053 ;    5736 ;    O   ;         80 ;  25099 ; saida
 1330120 ;    5635 ;    N   ;        120 ;      ? ; entrada
 1330163 ;    5635 ;    N   ;        120 ;  42778 ; saida
 1330238 ;    5801 ;    S   ;        280 ;      ? ; entrada
 1330280 ;    5801 ;    S   ;        280 ;  18494 ; saida
 1330346 ;    5768 ;    S   ;        240 ;      ? ; entrada
 1330405 ;    5768 ;    S   ;        240 ;  19450 ; saida
 1330467 ;    5642 ;    N   ;        400 ;      ? ; entrada
 1330503 ;    5642 ;    N   ;        400 ;  42818 ; saida
 1330558 ;    5721 ;    O   ;        280 ;      ? ; entrada
 1330593 ;    5721 ;    O   ;        280 ;  31562 ; saida
 1330651 ;    5747 ;    O   ;        240 ;      ? ; entrada
 1330676 ;    5752 ;    O   ;         80 ;      ? ; entrada
 1330698 ;    5759 ;    S   ;        320 ;      ? ; entrada
 1330731 ;    5759 ;    S   ;        320 ;  26364 ; saida
 1330802 ;    5752 ;    O   ;         80 ;  27863 ; saida
 1331080 ;    5699 ;    S   ;        400 ;  23125 ; saida
 1331226 ;    5667 ;    N   ;         40 ;      ? ; entrada
 1331279 ;    5667 ;    N   ;         40 ;  41266 ; saida
 1331400 ;    5619 ;    N   ;        200 ;      ? ; entrada
 1331453 ;    5619 ;    N   ;        200 ;  42536 ; saida
 1332092 ;    5616 ;    N   ;         40 ;      ? ; entrada
 1332167 ;    5772 ;    S   ;        320 ;  21477 ; saida
 1332205 ;    5616 ;    N   ;         40 ;  43319 ; saida
 1332314 ;    5627 ;    N   ;        320 ;      ? ; entrada
 1332364 ;    5627 ;    N   ;        320 ;  45684 ; saida
 1332411 ;    5775 ;    E   ;        160 ;      ? ; entrada
 1332443 ;    5775 ;    E   ;        160 ;  22052 ; saida
 1332481 ;    5714 ;    O   ;         80 ;      ? ; entrada
 1332511 ;    5714 ;    O   ;         80 ;  32018 ; saida
 1332549 ;    5741 ;    O   ;        400 ;      ? ; entrada
 1332576 ;    5805 ;    E   ;        320 ;      ? ; entrada
 1332605 ;    5741 ;    O   ;        400 ;  30401 ; saida
 1332628 ;    5805 ;    E   ;        320 ;  20429 ; saida
 1332675 ;    5662 ;    N   ;        400 ;      ? ; entrada
 1332707 ;    5662 ;    N   ;        400 ;  42979 ; saida
 1332741 ;    5776 ;    E   ;        320 ;      ? ; entrada
 1332760 ;    5770 ;    E   ;        320 ;      ? ; entrada
 1332784 ;    5770 ;    E   ;        320 ;  22032 ; saida
 1332818 ;    5798 ;    S   ;        120 ;      ? ; entrada
 1332841 ;    5798 ;    S   ;        120 ;  20873 ; saida
 1332875 ;    5744 ;    O   ;        280 ;      ? ; entrada
 1332899 ;    5744 ;    O   ;        280 ;  29493 ; saida
 1332940 ;    5634 ;    N   ;        120 ;  45613 ; saida
 1333136 ;    5730 ;    O   ;        120 ;      ? ; entrada
 1333944 ;    5802 ;    S   ;         80 ;      ? ; entrada
 1334138 ;    5802 ;    S   ;         80 ;  21964 ; saida
 1334942 ;    5659 ;    N   ;        400 ;      ? ; entrada
 1334987 ;    5659 ;    N   ;        400 ;  44973 ; saida
 1335063 ;    5776 ;    E   ;        320 ;  24773 ; saida
 1335140 ;    5730 ;    O   ;        120 ;  30571 ; saida
 1335219 ;    5747 ;    O   ;        240 ;  32891 ; saida
 1344600 ;    5813 ;    E   ;         40 ;      ? ; entrada
 1344674 ;    5813 ;    E   ;         40 ;  31541 ; saida
 1345321 ;    5820 ;    E   ;        120 ;      ? ; entrada
 1345429 ;    5820 ;    E   ;        120 ;  31528 ; saida
 1345521 ;    5826 ;    E   ;        400 ;      ? ; entrada
 1345583 ;    5837 ;    E   ;        400 ;      ? ; entrada
 1345599 ;    5826 ;    E   ;        400 ;  31214 ; saida
 1345659 ;    5837 ;    E   ;        400 ;  28437 ; saida
 1345762 ;    5738 ;    O   ;         80 ;      ? ; entrada
 1345798 ;    5738 ;    O   ;         80 ;  40722 ; saida
 1345838 ;    5710 ;    O   ;        160 ;      ? ; entrada
 1345885 ;    5710 ;    O   ;        160 ;  40734 ; saida
 1345948 ;    5777 ;    O   ;        160 ;      ? ; entrada
 1345994 ;    5777 ;    O   ;        160 ;  35479 ; saida
 1346059 ;    5785 ;    O   ;        240 ;      ? ; entrada
 1346090 ;    5780 ;    O   ;        160 ;      ? ; entrada
 1346125 ;    5780 ;    O   ;        160 ;  35438 ; saida
 1346223 ;    5785 ;    O   ;        240 ;  36127 ; saida
 1346236 ;    5755 ;    O   ;        280 ;      ? ; entrada
 1346318 ;    5755 ;    O   ;        280 ;  40950 ; saida
 1346356 ;    5828 ;    E   ;        360 ;      ? ; entrada
 1346397 ;    5828 ;    E   ;        360 ;  24205 ; saida
 1346467 ;    5660 ;    N   ;        240 ;      ? ; entrada
 1346541 ;    5807 ;    S   ;        360 ;      ? ; entrada
 1346608 ;    5660 ;    N   ;        240 ;  56353 ; saida
 1346626 ;    5807 ;    S   ;        360 ;  34317 ; saida
 1346709 ;    5657 ;    N   ;         80 ;      ? ; entrada
 1346729 ;    5778 ;    O   ;        320 ;      ? ; entrada
 1346788 ;    5657 ;    N   ;         80 ;  56220 ; saida
 1346805 ;    5778 ;    O   ;        320 ;  36375 ; saida
 1346869 ;    5829 ;    E   ;        160 ;      ? ; entrada
 1346889 ;    5867 ;    E   ;        120 ;      ? ; entrada
 1346931 ;    5829 ;    E   ;        160 ;  24140 ; saida
 1346971 ;    5672 ;    N   ;        160 ;      ? ; entrada
 1347009 ;    5672 ;    N   ;        160 ;  55276 ; saida
 1347047 ;    5831 ;    E   ;        360 ;      ? ; entrada
 1347084 ;    5831 ;    E   ;        360 ;  24773 ; saida
 1347121 ;    5695 ;    N   ;        200 ;      ? ; entrada
 1347157 ;    5695 ;    N   ;        200 ;  56589 ; saida
 1347196 ;    5833 ;    E   ;        280 ;      ? ; entrada
 1347232 ;    5833 ;    E   ;        280 ;  24786 ; saida
 1347272 ;    5851 ;    S   ;        280 ;      ? ; entrada
 1346486 ;    5737 ;    O   ;         40 ;      ? ; entrada
 1347338 ;    5839 ;    S   ;        160 ;      ? ; entrada
 1347387 ;    5874 ;    E   ;         80 ;      ? ; entrada
 1347407 ;    5839 ;    S   ;        160 ;  29751 ; saida
 1347460 ;    5874 ;    E   ;         80 ;  24405 ; saida
 1347491 ;    5853 ;    S   ;        320 ;      ? ; entrada
 1347561 ;    5851 ;    S   ;        280 ;  28254 ; saida
 1347574 ;    5853 ;    S   ;        320 ;  28010 ; saida
 1347315 ;    5737 ;    O   ;         40 ;  42269 ; saida
 1347670 ;    5856 ;    S   ;        320 ;      ? ; entrada
 1347754 ;    5852 ;    S   ;        360 ;      ? ; entrada
 1347789 ;    5852 ;    S   ;        360 ;  28482 ; saida
 1347859 ;    5856 ;    S   ;        320 ;  27600 ; saida
 1348699 ;    5690 ;    N   ;        360 ;      ? ; entrada
 1348745 ;    5690 ;    N   ;        360 ;  56686 ; saida
 1348966 ;    5797 ;    O   ;         40 ;      ? ; entrada
 1349055 ;    5797 ;    O   ;         40 ;  37086 ; saida
 1349246 ;    5870 ;    S   ;        200 ;      ? ; entrada
 1349181 ;    5819 ;    E   ;         80 ;      ? ; entrada
 1349396 ;    5870 ;    S   ;        200 ;  27580 ; saida
 1349408 ;    5819 ;    E   ;         80 ;  35608 ; saida
 1349589 ;    5713 ;    N   ;        360 ;      ? ; entrada
 1349682 ;    5713 ;    N   ;        360 ;  51378 ; saida
 1349780 ;    5860 ;    O   ;        400 ;      ? ; entrada
 1349854 ;    5860 ;    O   ;        400 ;  29340 ; saida
 1349939 ;    5872 ;    O   ;        160 ;      ? ; entrada
 1349985 ;    5872 ;    O   ;        160 ;  27923 ; saida
 1350038 ;    5705 ;    N   ;        400 ;      ? ; entrada
 1350122 ;    5705 ;    N   ;        400 ;  52489 ; saida
 1350210 ;    5815 ;    S   ;        360 ;      ? ; entrada
 1350272 ;    5815 ;    S   ;        360 ;  37288 ; saida
 1350351 ;    5816 ;    O   ;        200 ;      ? ; entrada
 1350400 ;    5816 ;    O   ;        200 ;  37149 ; saida
 1350461 ;    5850 ;    O   ;        240 ;      ? ; entrada
 1350512 ;    5859 ;    S   ;        280 ;      ? ; entrada
 1350531 ;    5850 ;    O   ;        240 ;  31270 ; saida
 1350584 ;    5859 ;    S   ;        280 ;  30058 ; saida
 1350703 ;    5866 ;    S   ;        400 ;      ? ; entrada
 1350743 ;    5866 ;    S   ;        400 ;  29484 ; saida
 1350797 ;    5869 ;    S   ;        160 ;      ? ; entrada
 1350836 ;    5869 ;    S   ;        160 ;  29103 ; saida
 1350889 ;    5861 ;    O   ;        160 ;      ? ; entrada
 1350929 ;    5861 ;    O   ;        160 ;  30118 ; saida
 1351005 ;    5876 ;    O   ;        320 ;      ? ; entrada
 1350991 ;    5857 ;    S   ;        280 ;      ? ; entrada
 1351066 ;    5857 ;    S   ;        280 ;  30794 ; saida
 1351079 ;    5876 ;    O   ;        320 ;  27356 ; saida
 1351176 ;    5789 ;    O   ;        360 ;      ? ; entrada
 1351218 ;    5900 ;    O   ;        120 ;      ? ; entrada
 1351214 ;    5825 ;    S   ;        320 ;      ? ; entrada
 1351273 ;    5825 ;    S   ;        320 ;  36951 ; saida
 1351287 ;    5900 ;    O   ;        120 ;  24943 ; saida
 1351413 ;    5773 ;    O   ;        240 ;      ? ; entrada
 1351448 ;    5773 ;    O   ;        240 ;  40781 ; saida
 1351476 ;    5862 ;    O   ;        120 ;      ? ; entrada
 1351536 ;    5862 ;    O   ;        120 ;  30570 ; saida
 1351560 ;    5847 ;    E   ;         80 ;      ? ; entrada
 1351629 ;    5847 ;    E   ;         80 ;  27697 ; saida
 1351648 ;    5864 ;    O   ;        360 ;      ? ; entrada
 1351701 ;    5864 ;    O   ;        360 ;  30459 ; saida
 1351720 ;    5786 ;    E   ;        200 ;      ? ; entrada
 1351767 ;    5868 ;    O   ;        400 ;      ? ; entrada
 1351780 ;    5786 ;    E   ;        200 ;  27150 ; saida
 1351808 ;    5868 ;    O   ;        400 ;  30418 ; saida
 1351855 ;    5898 ;    E   ;        280 ;      ? ; entrada
 1351882 ;    5898 ;    E   ;        280 ;  26322 ; saida
 1351915 ;    5890 ;    E   ;         80 ;      ? ; entrada
 1351941 ;    5890 ;    E   ;         80 ;  25947 ; saida
 1351975 ;    5899 ;    E   ;        200 ;      ? ; entrada
 1352002 ;    5899 ;    E   ;        200 ;  25849 ; saida
 1352037 ;    5904 ;    E   ;         80 ;      ? ; entrada
 1352065 ;    5904 ;    E   ;         80 ;  25205 ; saida
 1352100 ;    5908 ;    E   ;        240 ;      ? ; entrada
 1352129 ;    5908 ;    E   ;        240 ;  25084 ; saida
 1352164 ;    5804 ;    O   ;         40 ;      ? ; entrada
 1352192 ;    5804 ;    O   ;         40 ;  39849 ; saida
 1352226 ;    5849 ;    S   ;        200 ;      ? ; entrada
 1352281 ;    5722 ;    N   ;         40 ;      ? ; entrada
 1352309 ;    5722 ;    N   ;         40 ;  52970 ; saida
 1352345 ;    5834 ;    E   ;        360 ;      ? ; entrada
 1352373 ;    5834 ;    E   ;        360 ;  28988 ; saida
 1352414 ;    5843 ;    E   ;        200 ;      ? ; entrada
 1352442 ;    5843 ;    E   ;        200 ;  29507 ; saida
 1352477 ;    5809 ;    O   ;        360 ;      ? ; entrada
 1352506 ;    5809 ;    O   ;        360 ;  40056 ; saida
 1352542 ;    5830 ;    O   ;        160 ;      ? ; entrada
 1352569 ;    5830 ;    O   ;        160 ;  30124 ; saida
 1352604 ;    5844 ;    O   ;        320 ;      ? ; entrada
 1352632 ;    5844 ;    O   ;        320 ;  30120 ; saida
 1352667 ;    5878 ;    S   ;        360 ;      ? ; entrada
 1352695 ;    5878 ;    S   ;        360 ;  29413 ; saida
 1352731 ;    5793 ;    O   ;         80 ;      ? ; entrada
 1352760 ;    5793 ;    O   ;         80 ;  29536 ; saida
 1352794 ;    5832 ;    O   ;         40 ;      ? ; entrada
 1352823 ;    5832 ;    O   ;         40 ;  29202 ; saida
 1352857 ;    5827 ;    E   ;        280 ;      ? ; entrada
 1352887 ;    5827 ;    E   ;        280 ;  29589 ; saida
 1352922 ;    5877 ;    E   ;        280 ;      ? ; entrada
 1352952 ;    5877 ;    E   ;        280 ;  29730 ; saida
 1352987 ;    5814 ;    O   ;        240 ;      ? ; entrada
 1353015 ;    5814 ;    O   ;        240 ;  39990 ; saida
 1353046 ;    5794 ;    O   ;        120 ;      ? ; entrada
 1353082 ;    5875 ;    E   ;        400 ;      ? ; entrada
 1353108 ;    5794 ;    O   ;        120 ;  41934 ; saida
 1353138 ;    5875 ;    E   ;        400 ;  30259 ; saida
 1353181 ;    5717 ;    N   ;        160 ;      ? ; entrada
 1353203 ;    5788 ;    O   ;        320 ;      ? ; entrada
 1353237 ;    5717 ;    N   ;        160 ;  54353 ; saida
 1353251 ;    5788 ;    O   ;        320 ;  28794 ; saida
 1353321 ;    5918 ;    E   ;        160 ;      ? ; entrada
 1353376 ;    5918 ;    E   ;        160 ;  25073 ; saida
 1353379 ;    5811 ;    S   ;        280 ;      ? ; entrada
 1352254 ;    5849 ;    S   ;        200 ;  29982 ; saida
 1353429 ;    5811 ;    S   ;        280 ;  40749 ; saida
 1353477 ;    5887 ;    O   ;        240 ;      ? ; entrada
 1353494 ;    5795 ;    O   ;        120 ;      ? ; entrada
 1353528 ;    5887 ;    O   ;        240 ;  22768 ; saida
 1353544 ;    5795 ;    O   ;        120 ;  42306 ; saida
 1353629 ;    5689 ;    N   ;        160 ;      ? ; entrada
 1353704 ;    5689 ;    N   ;        160 ;  61406 ; saida
 1353817 ;    5889 ;    E   ;        360 ;      ? ; entrada
 1353906 ;    5889 ;    E   ;        360 ;  28273 ; saida
 1353963 ;    5803 ;    O   ;        160 ;      ? ; entrada
 1354019 ;    5803 ;    O   ;        160 ;  41860 ; saida
 1354043 ;    5718 ;    N   ;        120 ;      ? ; entrada
 1354088 ;    5718 ;    N   ;        120 ;  55099 ; saida
 1354135 ;    5739 ;    N   ;        400 ;      ? ; entrada
 1354182 ;    5865 ;    E   ;        240 ;      ? ; entrada
 1354275 ;    5865 ;    E   ;        240 ;  23619 ; saida
 1354368 ;    5728 ;    N   ;        360 ;      ? ; entrada
 1354477 ;    5728 ;    N   ;        360 ;  54555 ; saida
 1355642 ;    5808 ;    O   ;        120 ;      ? ; entrada
 1355687 ;    5817 ;    O   ;        360 ;      ? ; entrada
 1355758 ;    5817 ;    O   ;        360 ;  42342 ; saida
 1355952 ;    5836 ;    S   ;        280 ;      ? ; entrada
 1356459 ;    5836 ;    S   ;        280 ;  33931 ; saida
 1357114 ;    5812 ;    O   ;        400 ;      ? ; entrada
 1357339 ;    5842 ;    O   ;        200 ;      ? ; entrada
 1357371 ;    5842 ;    O   ;        200 ;  39546 ; saida
 1357416 ;    5879 ;    S   ;        360 ;      ? ; entrada
 1357477 ;    5879 ;    S   ;        360 ;  34045 ; saida
 1357526 ;    5810 ;    O   ;        360 ;      ? ; entrada
 1357555 ;    5810 ;    O   ;        360 ;  45026 ; saida
 1357607 ;    5808 ;    O   ;        120 ;  44992 ; saida
 1357663 ;    5867 ;    E   ;        120 ;  36065 ; saida
 1357731 ;    5789 ;    O   ;        360 ;  33688 ; saida
 1357785 ;    5903 ;    O   ;        200 ;      ? ; entrada
 1357827 ;    5923 ;    O   ;        200 ;      ? ; entrada
 1357828 ;    5903 ;    O   ;        200 ;  31145 ; saida
 1357885 ;    5923 ;    O   ;        200 ;  26325 ; saida
 1357931 ;    5915 ;    O   ;        360 ;      ? ; entrada
 1357993 ;    5915 ;    O   ;        360 ;  30032 ; saida
 1358037 ;    5920 ;    O   ;        200 ;      ? ; entrada
 1358065 ;    5920 ;    O   ;        200 ;  26642 ; saida
 1358113 ;    5888 ;    O   ;         40 ;      ? ; entrada
 1358143 ;    5888 ;    O   ;         40 ;  27267 ; saida
 1358191 ;    5739 ;    N   ;        400 ;  57094 ; saida
 1358283 ;    5812 ;    O   ;        400 ;  45594 ; saida
 1358368 ;    5892 ;    E   ;        320 ;      ? ; entrada
 1358419 ;    5892 ;    E   ;        320 ;  27703 ; saida
 1358542 ;    5909 ;    S   ;        200 ;      ? ; entrada
 1358593 ;    5909 ;    S   ;        200 ;  30253 ; saida
 1358770 ;    5787 ;    S   ;        240 ;      ? ; entrada
 1359038 ;    5742 ;    N   ;        160 ;      ? ; entrada
 1359098 ;    5883 ;    S   ;        160 ;      ? ; entrada
 1359115 ;    5742 ;    N   ;        160 ;  56985 ; saida
 1359219 ;    5787 ;    S   ;        240 ;  34642 ; saida
 1359283 ;    5838 ;    S   ;        200 ;      ? ; entrada
 1359305 ;    5893 ;    O   ;        280 ;      ? ; entrada
 1359336 ;    5893 ;    O   ;        280 ;  28525 ; saida
 1359385 ;    5880 ;    S   ;        280 ;      ? ; entrada
 1359417 ;    5895 ;    S   ;        120 ;      ? ; entrada
 1359457 ;    5922 ;    O   ;        400 ;      ? ; entrada
 1359470 ;    5883 ;    S   ;        160 ;  35265 ; saida
 1359480 ;    5895 ;    S   ;        120 ;  28344 ; saida
 1359524 ;    5922 ;    O   ;        400 ;  28191 ; saida
 1359671 ;    5916 ;    S   ;        320 ;      ? ; entrada
 1359693 ;    5897 ;    S   ;        160 ;      ? ; entrada
 1359722 ;    5897 ;    S   ;        160 ;  28227 ; saida
 1359827 ;    5724 ;    N   ;        160 ;      ? ; entrada
 1359856 ;    5724 ;    N   ;        160 ;  56589 ; saida
 1359905 ;    5913 ;    E   ;         80 ;      ? ; entrada
 1359940 ;    5913 ;    E   ;         80 ;  28645 ; saida
 1360072 ;    5746 ;    N   ;        400 ;      ? ; entrada
 1360101 ;    5746 ;    N   ;        400 ;  58007 ; saida
 1360160 ;    5838 ;    S   ;        200 ;  36537 ; saida
 1360223 ;    5880 ;    S   ;        280 ;  36605 ; saida
 1360273 ;    5912 ;    S   ;         40 ;      ? ; entrada
 1360301 ;    5912 ;    S   ;         40 ;  28750 ; saida
 1360361 ;    5916 ;    S   ;        320 ;  29247 ; saida
 1361661 ;    5942 ;    O   ;        120 ;      ? ; entrada
 1361699 ;    5942 ;    O   ;        120 ;  27743 ; saida
 1361801 ;    5927 ;    O   ;        120 ;      ? ; entrada
 1361827 ;    6001 ;    O   ;         40 ;      ? ; entrada
 1361850 ;    5932 ;    O   ;        360 ;      ? ; entrada
 1361873 ;    6008 ;    O   ;        200 ;      ? ; entrada
 1361896 ;    5980 ;    O   ;        120 ;      ? ; entrada
 1361935 ;    6022 ;    O   ;        320 ;      ? ; entrada
 1361952 ;    6008 ;    O   ;        200 ;  21964 ; saida
 1361996 ;    6022 ;    O   ;        320 ;  20971 ; saida
 1362074 ;    6035 ;    O   ;         80 ;      ? ; entrada
 1362071 ;    6014 ;    O   ;        320 ;      ? ; entrada
 1362112 ;    6035 ;    O   ;         80 ;  19795 ; saida
 1362166 ;    6044 ;    O   ;         80 ;      ? ; entrada
 1362179 ;    6014 ;    O   ;        320 ;  21819 ; saida
 1362221 ;    6044 ;    O   ;         80 ;  19234 ; saida
 1362338 ;    6020 ;    O   ;        400 ;      ? ; entrada
 1362356 ;    6046 ;    O   ;        200 ;      ? ; entrada
 1362392 ;    6004 ;    O   ;        200 ;      ? ; entrada
 1362407 ;    6046 ;    O   ;        200 ;  19333 ; saida
 1362484 ;    6020 ;    O   ;        400 ;  21710 ; saida
 1362717 ;    6030 ;    O   ;        320 ;      ? ; entrada
 1362779 ;    6030 ;    O   ;        320 ;  21092 ; saida
 1362842 ;    6032 ;    O   ;        280 ;      ? ; entrada
 1362920 ;    6032 ;    O   ;        280 ;  20990 ; saida
 1363047 ;    5977 ;    O   ;        360 ;      ? ; entrada
 1363111 ;    5977 ;    O   ;        360 ;  25700 ; saida
 1364101 ;    5967 ;    O   ;        360 ;      ? ; entrada
 1364668 ;    5950 ;    O   ;         40 ;      ? ; entrada
 1364749 ;    5967 ;    O   ;        360 ;  28299 ; saida
 1364803 ;    5950 ;    O   ;         40 ;  29520 ; saida
 1364887 ;    5982 ;    O   ;        200 ;      ? ; entrada
